Materialnr.;Unnamed: 1;Artikelbezeichnung;Artikelbezeichnung 2;"Waren
gruppe";" Artkel 
VK 01.01.19 ";" Material/
100mm
01.01.2019 "; Schnitt ; Preiseinheit ;Max. Zuschnitt; Sonder Rabatte 
414532206;3842532206;Tragarmgelenk 40 x 40 ;Aluminiumdruckguss, alufarbig lackiert;010122; 23,48 € ;;;1.0;;
414532207;3842532207;Tragarmgelenk 40 x 80 ;Aluminiumdruckguss, alufarbig lackiert;010122; 25,72 € ;;;1.0;;
414615101;414615101;Uniblock Nut 10, mit Vierkantmutter M6;Kunststoff PA, glasfaserverst schwarz;010122; 1,21 € ;;;1.0;;
414615102;414615102;Uniblock 25 mit Mutter M6, Nut 10;Kunststoff PA, glasfaserverst schwarz;010122; 1,21 € ;;;1.0;;
414615201;414615201;Klemmblock Nut10;Kunststoff PA glasfaserverst. schwarz;010122; 1,21 € ;;;1.0;;
415218953;3842218953;Werkzeuggleiter ohne Logo 19mm Nut 8-10;-;010122; 2,74 € ;;;1.0;;
415400301;415400301;Kabelbinderblock Nut 10;Material: Kunststoff PA glasfaserverst.;010122; 0,68 € ;;;1.0;;
415511352;415511352;Fußplatte 90x90 M12;Material: Zinkdruckguss blank;010122; 9,77 € ;;;1.0;;
415511353;3842511352;Fußplatte, 90x90  M16,;Material: Zinkdruckguß, blank;010122; 14,39 € ;;;1.0;;
415526564;3842526564;Kreuzkabelbinderblock Nut 10;Material: Kunststoff PA, schwarz;010122; 0,81 € ;;;1.0;;
415536564;3842536564;Fußplatte 45x90 M16;Material: Zinkdruckguss blank;010122; 7,49 € ;;;1.0;;
415901309;0.0.619.68;Karabinerhaken für Werkzeuggleiter 60mm;Material:Stahl verzinkt;010122; 2,65 € ;;;1.0;;
416500001;416500001;"Greifschale Nut 10; 210x105x40 ";Material: Kunststoff PA, Schwarz;010123; 9,55 € ;;;1.0;;
416500002;416500002;"Greifschale Nut 10; 110x105x40";Material: Kunststoff PA, Schwarz;010123; 5,79 € ;;;1.0;;
416500010;416500010;Greifschale 105x153,5x50mm, Nut 10;Material: Kunststoff PA, schwarz;010123; 3,46 € ;;;1.0;;
416500011;416500011;Greifschale 105x153,5x50mm, Nut 10, ESD;Material: Kunststoff PA, schwarz;010123; 6,27 € ;;;1.0;;
416500012;416500012;Greifschale 105x153,5x50mm, Nut 10;Material: Kunststoff PA, verkehrsgrau;010123; 3,53 € ;;;1.0;;
416500013;416500013;Greifschale 105x153,5x50mm, Nut 10;Material: Kunststoff PA, signalgrün;010123; 3,53 € ;;;1.0;;
416500014;416500014;Greifschale 105x153,5x50mm, Nut 10;Material: Kunststoff PA, verkehrsrot;010123; 3,53 € ;;;1.0;;
416500015;416500015;Greifschale, 105x153,5x50mm, Nut 10;Material: Kunststoff PA, signalgelb;010123; 3,53 € ;;;1.0;;
416500020;416500020;Greifschale 110x210x40 ;Material: Kunststoff PA, schwarz;010123; 8,87 € ;;;1.0;;
416500021;416500021;Greifschale 110x210x40 ESD;Material: Kunststoff PA, schwarz;010123; 15,36 € ;;;1.0;;
416500022;416500022;Greifschale 110x295x40 ;Material: Kunststoff PA, schwarz;010123; 9,17 € ;;;1.0;;
416500023;416500023;Greifschale 110x295x40 ESD;Material: Kunststoff PA, schwarz;010123; 15,66 € ;;;1.0;;
416500024;416500024;Adapter für Greifschale schwenkbar;Material: Kunststoff PA, schwarz;010123; 6,06 € ;;;1.0;;
416500025;416500025;Adapter für Greifschale schwenkbar;Material: Kunststoff PA, schwarz;010123; 6,92 € ;;;1.0;;
416516908;3842516908;Handgelenksband dunkelblau 10mm DK;antiallergenic;010123; 15,17 € ;;;1.0;;
416516908;0.0.631.69;Handgelenksband dunkelblau 10mm DK;antiallergenic;010123; 15,17 € ;;;1.0;;
416516909;416516909;Erdungskontakt ESD für 10mm Druckknop;-;010123; 6,99 € ;;;1.0;;
416522087;3842522087;Erdungsbaustein mit Kabel, ESD;-;010123; 44,92 € ;;;1.0;;
416522100;0.0.631.68;Spiralkbabel 2,40m schwarz;-;010123; 14,61 € ;;;1.0;;
416537358;3842537358;Klarsichthülle ESD DIN A4;-;010123; 4,27 € ;;;1.0;;
416537861;3842537861;Stahlwinkel Set Nut 10;Material: Stahl verzinkt;010123; 12,81 € ;;;1.0;;
416539838;3842539838;Klarsichthülle DIN A4;-;010123; 2,13 € ;;;1.0;;
461517179;3842517179;Aluminiumprofil 20x20, Nut 6;20 St. x 3000mm;010111; 250,84 € ;;;1.0;;
461517180;3842517180;Aluminiumprofil 20x20 3N, Nut 6;20 St. x 3000mm;010111; 288,00 € ;;;1.0;;
461517183;3842517183;Aluminiumprofil 20x20 R, Nut 6;20 St. x 3000mm;010111; 255,30 € ;;;1.0;;
461517243;461517243;"Abdeckkappe 20x20 Nut6,schwarz; ";T=2,5mm, Material: PA glasfaserverstärk;010122; 0,40 € ;;;1.0;;
461518343;3842518343;"Abdeck- und Einfassprofil; Nut6 ";"schwarz, RAL9005, Länge 2000 mm;";010122; 4,35 € ;;;1.0;;
461519658;3842519658;Aluminiumprofil 20x20 2NVS, Nut 6;20 St. x 3000mm;010111; 290,00 € ;;;1.0;;
461536478;3842536478;Aluminiumprofil 20x20 2N, Nut 6;20 St. x 3000mm;010111; 298,00 € ;;;1.0;;
461537816;3842537816;Aluminiumprofil 20x40, Nut 6;24 St. x 3000mm;010111; 485,28 € ;;;1.0;;
461548742;3842548742;Abdeckkappe 20x20 Nut 6, signalgrau ;T=2,5mm, Material: PA glasfaserverstärk;010122; 0,43 € ;;;1.0;;
461548743;3842548743;"Abdeckkappe 20x20 Nut6,schwarz; ESD";T=2,5mm, Material: PA6GF30 ;010122; 0,53 € ;;;1.0;;
461992888;3842992888;Aluminiumprofil 20x20, Nut 6;Längenangabe notwendig, Bearbeitung auf Anfrage;010101;; 0,46 € ; 1,59 € ;1.0;3000,0;
461992889;3842992889;Aluminiumprofil 20x20 3N, Nut 6;Längenangabe notwendig, Bearbeitung auf Anfrage;010101;; 0,53 € ; 1,59 € ;1.0;3000,0;
